Gene	Symbol	Mock.no4sU.A Readcount	Mock.1h.A Readcount	Mock.2h.A Readcount	Mock.2h.B Readcount	Mock.3h.A Readcount	Mock.4h.A Readcount	SARS.no4sU.A Readcount	SARS.1h.A Readcount	SARS.2h.A Readcount	SARS.2h.B Readcount	SARS.3h.A Readcount	SARS.4h.A Readcount	Mock.1h.A 0.05 quantile	Mock.1h.A Mean	Mock.1h.A MAP	Mock.1h.A 0.95 quantile	Mock.2h.A 0.05 quantile	Mock.2h.A Mean	Mock.2h.A MAP	Mock.2h.A 0.95 quantile	Mock.2h.B 0.05 quantile	Mock.2h.B Mean	Mock.2h.B MAP	Mock.2h.B 0.95 quantile	Mock.3h.A 0.05 quantile	Mock.3h.A Mean	Mock.3h.A MAP	Mock.3h.A 0.95 quantile	Mock.4h.A 0.05 quantile	Mock.4h.A Mean	Mock.4h.A MAP	Mock.4h.A 0.95 quantile	SARS.1h.A 0.05 quantile	SARS.1h.A Mean	SARS.1h.A MAP	SARS.1h.A 0.95 quantile	SARS.2h.A 0.05 quantile	SARS.2h.A Mean	SARS.2h.A MAP	SARS.2h.A 0.95 quantile	SARS.2h.B 0.05 quantile	SARS.2h.B Mean	SARS.2h.B MAP	SARS.2h.B 0.95 quantile	SARS.3h.A 0.05 quantile	SARS.3h.A Mean	SARS.3h.A MAP	SARS.3h.A 0.95 quantile	SARS.4h.A 0.05 quantile	SARS.4h.A Mean	SARS.4h.A MAP	SARS.4h.A 0.95 quantile	Mock.1h.A alpha	Mock.1h.A beta	Mock.2h.A alpha	Mock.2h.A beta	Mock.2h.B alpha	Mock.2h.B beta	Mock.3h.A alpha	Mock.3h.A beta	Mock.4h.A alpha	Mock.4h.A beta	SARS.1h.A alpha	SARS.1h.A beta	SARS.2h.A alpha	SARS.2h.A beta	SARS.2h.B alpha	SARS.2h.B beta	SARS.3h.A alpha	SARS.3h.A beta	SARS.4h.A alpha	SARS.4h.A beta	Length
ENSG00000124422	USP22	486	6042.1667	4376	4139.5	7663.6667	5823.5	144	1756	2003.5	2202.5	994	1284	0.0661	0.0743	0.074	0.0827	0.2907	0.3065	0.3063	0.3225	0.2596	0.2747	0.2745	0.29	0.4373	0.4503	0.4502	0.4632	0.6068	0.6219	0.6219	0.6369	0.1272	0.1477	0.1468	0.1692	0.6164	0.6473	0.6471	0.6774	0.5655	0.594	0.5938	0.6221	0.6845	0.7273	0.7273	0.7679	0.8341	0.871	0.8712	0.9035	199.9931	2493.1741	696.9444	1576.9118	640.875	1692.0183	1801.2792	2199.2519	1745.8355	1061.3853	113.532	655.1425	428.9178	233.8434	483.9184	330.8777	223.6707	83.982	218.9147	32.5713	5220
ENSG00000011052	NME1-NME2	804.5	7546.5	6746.3333	7170.6667	12318.5	11669.4167	198.5	1720.3333	1863.3333	2359.5	873.25	1065.8333	0.0072	0.0102	0.0099	0.0137	0.0385	0.0441	0.0438	0.05	0.029	0.0337	0.0335	0.0386	0.0601	0.0649	0.0648	0.0698	0.0937	0.0994	0.0993	0.1052	0.0144	0.0234	0.0222	0.0342	0.0501	0.0628	0.0619	0.0766	0.0531	0.0646	0.0639	0.077	0.0734	0.0952	0.0935	0.1193	0.1005	0.1223	0.1209	0.1455	26.4835	2554.5773	151.7621	3292.5789	128.1932	3679.0708	451.0629	6501.0837	724.2467	6563.2158	14.5364	605.3436	56.5283	843.6596	73.947	1070.9383	41.9422	398.2834	70.1336	503.5443	1193
ENSG00000277957	SENP3-EIF4A1	1040.5833	12553.9167	10595.8333	9897.2262	16894.5	14361.3333	186.6667	1854.3333	2210	2450.1667	977.8333	1400.6667	0.0251	0.0289	0.0287	0.0329	0.1151	0.122	0.1219	0.1291	0.1055	0.1123	0.1121	0.1193	0.1739	0.1802	0.1802	0.1866	0.2574	0.2651	0.2651	0.2729	0.0784	0.0949	0.0939	0.1126	0.3126	0.3368	0.3363	0.3614	0.3078	0.3309	0.3304	0.3542	0.3512	0.3892	0.3883	0.4276	0.4865	0.5202	0.5198	0.5536	142.1294	4781.8876	722.7681	5200.167	636.0264	5028.8737	1781.0472	8101.3298	2337.067	6477.5047	75.2673	717.6838	341.7018	672.9271	366.4495	741.2439	170.9394	268.3715	311.0825	287.0402	3519
ENSG00000161960	EIF4A1	1099.4167	13038.8333	10756.8333	10346.1429	17723.75	15033.7833	205.1667	1932.75	2295.75	2598	1078.3333	1448.6667	0.0535	0.0585	0.0584	0.0637	0.1367	0.1441	0.1439	0.1515	0.1299	0.1372	0.137	0.1446	0.1984	0.2049	0.2049	0.2114	0.2812	0.289	0.2889	0.2968	0.1613	0.1828	0.182	0.2051	0.3846	0.4099	0.4095	0.4353	0.4087	0.4331	0.4328	0.4576	0.4363	0.4747	0.474	0.513	0.5494	0.5831	0.5828	0.6163	338.0347	5440.267	878.3737	5219.0165	817.7851	5144.2994	2136.1097	8288.3652	2663.3935	6552.8725	153.9666	688.4134	418.3224	602.3558	480.5836	629.1831	217.526	240.8333	342.8297	245.1896	1756
ENSG00000125691	RPL23	1763.8333	14614.5	13451.8333	16200.5667	25444.65	23370	910.5	6708.8333	8223.95	12992.8667	3840.8333	4858.25	0.0213	0.0245	0.0244	0.028	0.058	0.0626	0.0625	0.0674	0.0588	0.0629	0.0628	0.0671	0.0949	0.0989	0.0988	0.1029	0.1309	0.1355	0.1355	0.1402	0.0275	0.033	0.0327	0.039	0.0767	0.0837	0.0835	0.0909	0.0658	0.071	0.0709	0.0763	0.0998	0.1112	0.1108	0.123	0.1201	0.1306	0.1304	0.1415	140.1028	5567.9091	453.622	6787.5829	570.9434	8506.2758	1473.5409	13429.97	2003.8304	12782.6082	86.1886	2522.0244	344.7866	3775.0248	462.546	6054.1047	221.5694	1771.0217	348.3119	2318.1151	3081
ENSG00000136450	SRSF1	568	5099.5	4057	4958.5	8836	7122.8333	133	1131	1148.5	1646.5	629	869	0.0283	0.0343	0.0339	0.0407	0.1383	0.15	0.1497	0.1621	0.1337	0.1437	0.1435	0.154	0.2035	0.2124	0.2122	0.2213	0.2902	0.3011	0.301	0.3121	0.0718	0.091	0.0897	0.112	0.353	0.3859	0.3853	0.4192	0.3346	0.361	0.3605	0.3877	0.4064	0.4518	0.4509	0.4973	0.5077	0.5473	0.5469	0.5864	78.7097	2218.4389	363.4736	2059.3356	460.7731	2745.1034	1224.6285	4542.4422	1433.0572	3326.089	50.342	502.5382	225.1584	358.3194	319.4917	565.6001	145.9608	177.2066	236.6996	195.8954	3117
ENSG00000108883	EFTUD2	483.5	5182	4004.5	3939.5	6698.3333	5494	112	921.5	1127.5	1189.5	501	674	0.0234	0.0292	0.0288	0.0355	0.1322	0.1441	0.1437	0.1563	0.1074	0.1182	0.1179	0.1294	0.1993	0.2098	0.2096	0.2204	0.2663	0.2788	0.2786	0.2914	0.0445	0.0632	0.0612	0.0845	0.3429	0.3774	0.3766	0.4122	0.3972	0.433	0.4322	0.4688	0.4439	0.5004	0.4992	0.5566	0.5409	0.5894	0.5889	0.6368	60.8545	2024.2844	331.1087	1967.483	274.9332	2050.482	842.3513	3172.827	957.8032	2478.0789	25.1072	371.9576	199.7548	329.6776	223.6977	293.0821	106.1867	106.094	167.1197	116.5084	4548
ENSG00000108953	YWHAE	902.8333	8090.5	6427.9167	7282.5	13207.4167	11004.8333	141	1497.5	1599.5	1910	823	1124	0.0174	0.0215	0.0213	0.026	0.0658	0.0728	0.0726	0.0801	0.0568	0.0627	0.0625	0.0689	0.0947	0.1	0.0999	0.1055	0.1458	0.1527	0.1526	0.1597	0.039	0.0523	0.0511	0.0672	0.1616	0.1831	0.1823	0.2055	0.1755	0.1955	0.1949	0.2161	0.2108	0.2433	0.242	0.2771	0.2497	0.2782	0.2773	0.3074	66.8421	3036.4616	258.4093	3289.9147	269.3799	4024.3568	830.1102	7469.2402	1105.8919	6138.184	35.0664	635.0599	153.3979	684.4203	201.3211	828.5642	109.9917	342.107	181.2545	470.4427	2211
ENSG00000171475	WIPF2	927	8834.2	7057.5	7045.6667	12016.9167	10028.6667	333.5	3110	3566.5	4237.6667	1676	1997	0.0701	0.0768	0.0767	0.0838	0.3786	0.3921	0.3919	0.4056	0.3324	0.3448	0.3447	0.3573	0.5217	0.5322	0.5322	0.5427	0.7237	0.7352	0.7352	0.7464	0.1309	0.1462	0.1457	0.1621	0.6006	0.623	0.6228	0.645	0.5423	0.5621	0.5619	0.5817	0.7186	0.7506	0.7506	0.7811	0.893	0.9213	0.9216	0.9453	313.9539	3771.5852	1384.6874	2147.2351	1361.8477	2587.4171	3260.445	2866.0554	3021.8192	1088.8496	202.6306	1183.3332	804.8764	487.2871	963.5393	750.8136	388.8786	129.3528	262.3507	22.5536	7474
ENSG00000094804	CDC6	718.5	7705.3333	5125.5	5438.5	8386.8333	6340	220	1593	1986	2393.5	743.5	941	0.0828	0.0905	0.0903	0.0984	0.377	0.3924	0.3923	0.4079	0.3746	0.3891	0.389	0.4037	0.5459	0.5586	0.5585	0.5712	0.6725	0.6868	0.6868	0.7008	0.1423	0.1644	0.1635	0.1876	0.6664	0.6968	0.6967	0.7261	0.6486	0.6758	0.6757	0.7024	0.7801	0.8302	0.8305	0.8746	0.7965	0.8394	0.8396	0.8777	332.2049	3338.8637	1058.4715	1638.9291	1178.1485	1849.8018	2326.4943	1838.8243	1994.0597	909.6187	119.1698	605.6202	446.2562	194.341	551.6687	264.718	140.7987	28.9246	184.6326	35.4586	4810
ENSG00000131759	RARA	289	2901	3001.5	1863	4269.5	4107.5	143	1048	1524.5	1241	743	1070	0.1261	0.1433	0.1426	0.1612	0.6969	0.7249	0.7248	0.7519	0.5878	0.6218	0.6215	0.655	0.8546	0.8779	0.8779	0.8993	0.9235	0.9464	0.9465	0.9652	0.1067	0.1352	0.1331	0.166	0.7915	0.8363	0.8361	0.8761	0.6692	0.7183	0.7178	0.7645	0.9432	1	1	0.9982	0.9802	1	1	0.9996	153.9158	920.2606	516.7215	196.2104	350.4076	213.2653	509.4524	70.9971	297.3071	16.9819	48.4891	310.1682	172.2944	33.8799	172.525	67.7922	59.4743	1.2631	154.479	1.0482	3041
ENSG00000184640	SEPT9	1128.9	13824.1333	13725.6167	8895.8667	17824.0333	16666.05	302	2741.1667	3686.1	3101.5	1644.8	2354.3333	0.0367	0.0414	0.0413	0.0464	0.1389	0.1462	0.1461	0.1536	0.098	0.1056	0.1054	0.1135	0.2248	0.2322	0.2322	0.2398	0.3081	0.3166	0.3165	0.325	0.0526	0.0653	0.0645	0.0791	0.2827	0.3028	0.3024	0.3231	0.2333	0.2537	0.2532	0.2745	0.4925	0.529	0.5284	0.5651	0.583	0.6136	0.6133	0.6436	191.4873	4428.1383	922.2563	5386.2587	447.7046	3791.4321	1980.4485	6547.248	2595.0212	5602.947	60.9441	872.1757	423.1967	974.5427	304.7635	896.6964	270.2346	240.7031	428.1967	269.7532	4453
ENSG00000120071	KANSL1	169.5	2443	1726.25	1404.5	2831	2356	126	1502.1667	1785.5	1867	759.5	1048.5	0.2277	0.2498	0.2492	0.2724	0.6963	0.7299	0.7299	0.7621	0.6542	0.6886	0.6885	0.7219	0.8317	0.855	0.8551	0.8767	0.9079	0.932	0.9324	0.9526	0.2419	0.2715	0.2705	0.3018	0.6583	0.6926	0.6925	0.7258	0.6327	0.6654	0.6652	0.6971	0.8457	0.9019	0.9023	0.9456	0.9752	1	1	0.9994	254.2356	763.6487	358.8172	132.889	347.2239	157.1206	564.3657	95.8395	318.418	23.3592	161.7635	434.2032	349.5262	155.2468	386.4549	194.4981	85.2186	9.4227	127.8597	1.116	9095
ENSG00000013306	SLC25A39	665	10242.5	8252	6245.3333	13117.8333	11566.3333	178	2522.5	2811	2663.8333	1309	1598	0.0063	0.009	0.0087	0.0121	0.0747	0.0817	0.0815	0.0889	0.0482	0.0548	0.0546	0.0617	0.0927	0.0986	0.0984	0.1045	0.1542	0.1615	0.1614	0.169	0.0121	0.0192	0.0183	0.0278	0.1316	0.1476	0.147	0.1642	0.1149	0.1308	0.1302	0.1475	0.2072	0.2357	0.2346	0.2652	0.3277	0.3572	0.3565	0.387	24.8029	2731.5707	331.3673	3724.6012	168.1151	2898.4442	685.9741	6274.1671	1078.9478	5601.4195	15.8437	805.4932	189.3851	1093.8146	150.7292	1001.4592	136.1332	441.5685	252.1197	453.8322	2217
ENSG00000186566	GPATCH8	168	1634.5	1296.5	1163	1896.5	1734	108	556.5	775	859	352	493.5	0.1187	0.1393	0.1383	0.1611	0.5377	0.574	0.5736	0.6097	0.4986	0.5354	0.535	0.5718	0.708	0.7368	0.7368	0.7645	0.8769	0.9049	0.9053	0.9294	0.1917	0.237	0.2343	0.2848	0.8175	0.8726	0.8729	0.9183	0.7932	0.8424	0.8427	0.8855	0.8994	0.9727	0.9854	0.9942	0.9715	1	1	0.9994	100.3219	619.6147	292.3899	217.1359	268.6131	233.2023	484.1237	173.0853	304.2578	32.1156	53.2199	171.3929	102.1442	15.0536	141.0022	26.5149	39.1278	1.6603	108.3324	1.0692	8109
ENSG00000108654	DDX5	738	5997	4840.5	6010	9173.3333	7439	253	2341	2407.5	3555.5	1094.5	1436	0.1273	0.1374	0.1372	0.1478	0.3035	0.3177	0.3176	0.3321	0.3148	0.3275	0.3274	0.3403	0.4295	0.4407	0.4406	0.4519	0.5423	0.5548	0.5548	0.5672	0.1713	0.1901	0.1895	0.2095	0.5877	0.6134	0.6133	0.6388	0.5827	0.6038	0.6037	0.6247	0.6716	0.7105	0.7104	0.7477	0.7821	0.8145	0.8147	0.8448	419.278	2631.5896	908.1816	1950.247	1191.4684	2446.6624	2337.6096	2966.9243	2384.2662	1913.4273	217.1671	925.4451	603.0034	380.0773	885.5698	581.2042	272.2969	111.0896	337.4302	76.9555	3558
ENSG00000159314	ARHGAP27	295	3991.1667	3663.1667	2307	4579.5	3885	102	1475.3333	1901	1714	696	755.1667	0.0968	0.11	0.1095	0.1239	0.4555	0.4785	0.4782	0.5014	0.4114	0.4387	0.4383	0.466	0.6071	0.6282	0.6281	0.6489	0.7276	0.7501	0.7501	0.7719	0.1079	0.1313	0.1299	0.1563	0.605	0.6413	0.641	0.6766	0.5309	0.568	0.5675	0.6045	0.6952	0.7563	0.7559	0.8121	0.8678	0.9307	0.9312	0.9721	158.8537	1284.8881	612.1814	667.4377	391.2033	500.6704	909.285	538.3406	773.0755	257.6926	69.0509	456.932	310.4543	173.7571	278.2779	211.7662	109.6732	35.4626	58.7185	4.5803	4754
ENSG00000108829	LRRC59	807.5	9490.5	8217	7161.5	13653.5	12348.5	129	1421.5	1554.5	1648.5	817	1102	0.0347	0.0399	0.0397	0.0454	0.1431	0.1522	0.152	0.1615	0.1286	0.1375	0.1373	0.1466	0.2013	0.2089	0.2088	0.2166	0.2797	0.2886	0.2885	0.2976	0.1007	0.122	0.1208	0.1449	0.396	0.4284	0.4278	0.461	0.3161	0.3449	0.3442	0.374	0.4023	0.4476	0.4465	0.493	0.5384	0.5788	0.5784	0.6185	142.6827	3431.4426	627.5704	3496.6608	541.8365	3398.1641	1587.5478	6011.0449	2006.3347	4945.5298	72.208	519.3612	268.4903	358.3096	251.6152	478.0699	145.3443	179.4678	237.3887	172.8331	2910
ENSG00000275023	MLLT6	646	8540.3333	7319.3333	5297.6667	10622.1667	8528.9167	131	3429.5	3568	3485.5	1403	1412.8333	0.0296	0.0348	0.0346	0.0405	0.206	0.2174	0.2172	0.2289	0.1645	0.1764	0.1761	0.1885	0.2863	0.2965	0.2964	0.3068	0.4213	0.4338	0.4337	0.4463	0.0354	0.0448	0.0442	0.0552	0.228	0.246	0.2456	0.2643	0.1811	0.1976	0.1972	0.2145	0.3516	0.3846	0.3838	0.4179	0.444	0.4783	0.4778	0.5125	106.3152	2945.0154	764.9982	2754.3801	481.9037	2250.5426	1604.8229	3807.534	1839.4909	2400.8485	52.9157	1127.1895	374.5219	1147.9332	304.8341	1238.0609	223.9468	358.4715	274.6689	299.6641	7578
ENSG00000002834	LASP1	1724.5	20516.25	17130	15262	29635.0833	25645.75	315	5767	6167.8333	6392	2469	3250	0.0276	0.0307	0.0306	0.0339	0.131	0.1368	0.1368	0.1428	0.1092	0.1148	0.1147	0.1205	0.1767	0.1815	0.1815	0.1863	0.2428	0.2485	0.2485	0.2542	0.0344	0.0411	0.0407	0.0483	0.1854	0.1972	0.197	0.2092	0.1807	0.1921	0.1919	0.2038	0.2408	0.2612	0.2607	0.282	0.3248	0.344	0.3437	0.3634	244.9694	7734.8573	1253.2498	7905.5508	982.4783	7576.8966	3160.675	14252.0879	3867.9714	11697.1945	90.0729	2102.6808	596.0752	2426.6251	606.4627	2550.2607	320.918	907.9355	563.7244	1075.1158	4109
ENSG00000108298	RPL19	3814.8333	43535.4167	42125.4262	35718.2024	58128.9167	54528.1833	1083.5	11467.3333	13739.8667	14440.9167	4727.0833	6028.5	0.02	0.0221	0.022	0.0243	0.0566	0.0595	0.0594	0.0623	0.0525	0.0554	0.0554	0.0584	0.0853	0.088	0.088	0.0908	0.1188	0.122	0.122	0.1252	0.0293	0.0341	0.0339	0.0393	0.1039	0.1107	0.1105	0.1176	0.1046	0.1113	0.1112	0.1182	0.1567	0.1705	0.1701	0.1847	0.2059	0.2191	0.2189	0.2326	288.1214	12748.4079	1110.6603	17567.716	906.288	15449.5718	2488.9752	25789.7794	3487.6204	25098.3044	121.4302	3436.2181	625.8135	5029.4773	646.124	5157.3003	331.6942	1613.6337	570.4458	2033.0241	1303
ENSG00000167258	CDK12	609.75	6477.5	5291.5	4819.5	8057.3333	6539.8333	326	2460	3123	3486	1398.5	1848.5	0.0644	0.0723	0.072	0.0805	0.4347	0.4516	0.4514	0.4685	0.4178	0.4346	0.4345	0.4514	0.6602	0.6741	0.6741	0.6878	0.8342	0.8489	0.8489	0.8629	0.1047	0.1209	0.1202	0.1378	0.6104	0.6357	0.6356	0.6606	0.5455	0.5683	0.5681	0.5909	0.7925	0.8304	0.8306	0.865	0.9363	0.9703	0.9698	0.9889	202.9203	2604.4663	1056.2134	1282.7902	1025.2651	1333.9509	2111.2346	1020.905	1428.5808	254.4582	126.7999	922.3312	631.2161	361.866	731.1306	555.5305	239.6716	49.0632	112.7483	3.8302	8336
ENSG00000074657	ZNF532	378.15	3660.0833	2937.25	2890.4833	4832.6167	4152.0833	294.2833	1955.6667	2662.6167	2874.1167	1127.8667	1600.3333	0.0639	0.0743	0.0738	0.0853	0.3891	0.4104	0.4101	0.4318	0.3751	0.3956	0.3953	0.4162	0.5294	0.5462	0.5461	0.563	0.6449	0.6631	0.663	0.6809	0.0791	0.0951	0.0942	0.1121	0.4983	0.5239	0.5237	0.5493	0.4442	0.4674	0.4672	0.4907	0.6406	0.6799	0.6797	0.7177	0.8342	0.8658	0.866	0.8943	120.1608	1496.9736	588.9261	846.2643	605.3068	924.9581	1299.555	1079.7266	1238.0796	629.3066	81.3479	774.2951	544.1057	494.5581	582.2937	663.56	268.5818	126.588	301.1643	46.8217	6696
ENSG00000005884	ITGA3	2723	36900	34355	24302.75	47111.3333	39159.2	709.5	8866.8333	10803.3333	9075.3333	4986	6341	0.0432	0.0461	0.0461	0.0492	0.1889	0.194	0.194	0.1991	0.1708	0.1766	0.1765	0.1823	0.238	0.2426	0.2426	0.2472	0.2749	0.2801	0.28	0.2852	0.0423	0.0486	0.0483	0.0551	0.3916	0.4044	0.4043	0.4173	0.3031	0.3159	0.3158	0.3288	0.5334	0.5542	0.5541	0.5749	0.5873	0.6056	0.6054	0.6236	617.6072	12769.0827	3149.9717	13087.8229	2097.8949	9784.3672	5668.3823	17695.2417	5736.4435	14746.6039	147.3474	2886.8063	1598.7269	2354.5876	1117.4833	2419.7001	861.7358	693.2049	1189.4245	774.9337	5479
ENSG00000141448	GATA6	244.5	3926.5	3254.5	1928	3655.5	3125	199.5	2324	2758.5	2779	1294	1664.6667	0.133	0.149	0.1485	0.1656	0.66	0.6888	0.6886	0.7167	0.6736	0.7092	0.7091	0.7434	0.8194	0.8458	0.8458	0.8703	0.8498	0.8774	0.8775	0.9024	0.1752	0.1993	0.1983	0.2243	0.728	0.7623	0.7621	0.7947	0.7273	0.7605	0.7604	0.7921	0.8738	0.9288	0.929	0.9675	0.9761	1	1	0.9995	192.0602	1096.6952	496.9884	224.7252	324.3965	133.1084	459.1406	83.8628	367.878	51.5252	142.9771	574.5236	335.3659	104.7164	355.9022	112.1955	74.4648	5.8903	131.5716	1.1003	3770
ENSG00000108256	NUFIP2	379.5	2834	1754.5	2508	3695.5	3231.5	169.5	1311.5	1059.5	1596	504.5	695	0.1119	0.1257	0.1252	0.1401	0.7251	0.7534	0.7535	0.7806	0.7233	0.7455	0.7456	0.767	0.8925	0.9091	0.9092	0.9243	0.9523	0.9686	0.9689	0.9814	0.1235	0.145	0.144	0.1678	0.7866	0.8262	0.8265	0.8623	0.718	0.7487	0.7488	0.7781	0.9361	0.9908	0.9989	0.997	0.9733	1	1	0.9994	186.836	1299.2709	491.5737	161.0079	802.9296	274.2331	807.0935	80.8699	373.3932	12.2606	99.1075	584.2268	222.9757	47.0208	421.2656	141.5139	59.1646	1.5107	119.6618	1.1257	10850
ENSG00000072310	SREBF1	331.5	4842.5	4555	2787	5882	4887.5	141	1135.5	1808.5	1489	936.5	1129	0.05	0.0589	0.0585	0.0683	0.222	0.2372	0.2369	0.2527	0.1879	0.206	0.2055	0.2245	0.3131	0.3278	0.3276	0.3427	0.4394	0.4568	0.4566	0.4742	0.0997	0.1255	0.1237	0.1533	0.6287	0.6662	0.6659	0.7025	0.5324	0.5725	0.5719	0.6118	0.6968	0.7501	0.7498	0.7995	0.8414	0.8905	0.8906	0.9308	105.1104	1679.3646	493.0813	1585.8476	271.5417	1046.8483	890.3245	1825.7444	1013.0449	1204.8196	51.6014	359.57	294.242	147.5427	239.6496	179.0978	143.6223	47.9708	116.4413	14.4647	4653
ENSG00000055483	USP36	210	2236.5	1801.5	1521	2880	2490	110	1107	1447.5	1405	636	850.5	0.1009	0.1177	0.1169	0.1355	0.6218	0.654	0.6539	0.6854	0.5545	0.5876	0.5873	0.6201	0.766	0.7901	0.7901	0.8132	0.879	0.9033	0.9035	0.925	0.1227	0.1493	0.1477	0.1777	0.6365	0.6758	0.6755	0.7136	0.6769	0.716	0.7158	0.7533	0.8253	0.889	0.8893	0.9388	0.8966	0.9507	0.9511	0.9825	110.3078	826.7428	394.8805	209.0187	358.3739	251.6565	635.8714	169.0494	403.0923	43.2952	67.6975	385.6057	269.2188	129.293	269.3014	106.9406	72.496	9.1937	65.3627	3.6679	6063
ENSG00000161547	SRSF2	854	9977.5	9617.1667	7066.3333	14637.5	12430.3333	166.5	1531.5	2031.5	2141	917.5	1240.5	0.1243	0.1331	0.1329	0.1421	0.2866	0.298	0.2979	0.3096	0.2826	0.2952	0.295	0.3079	0.3796	0.3892	0.3891	0.3988	0.4829	0.4937	0.4936	0.5045	0.3302	0.3648	0.3638	0.3997	0.5924	0.626	0.6257	0.6589	0.6294	0.6612	0.661	0.692	0.6743	0.7232	0.723	0.7693	0.7189	0.759	0.7591	0.7967	522.6723	3404.9887	1279.5358	3013.8251	1037.5524	2477.6884	2717.8881	4266.074	2859.6545	2933.07	188.9838	329.2136	358.2407	214.154	408.0102	209.2264	173.0666	66.3562	247.4681	78.6892	2885
ENSG00000168502	MTCL1	384.5	4058.5	3634	2583	4870	4395.8333	225	1848	2670.5	2624	1160.5	1293.5	0.0946	0.1075	0.107	0.1211	0.5572	0.5815	0.5813	0.6054	0.4694	0.4959	0.4956	0.5223	0.7748	0.7955	0.7955	0.8154	0.8736	0.8946	0.8947	0.9137	0.0998	0.1198	0.1187	0.1412	0.59	0.6206	0.6203	0.6506	0.5044	0.5335	0.5332	0.5624	0.8372	0.8859	0.8861	0.9263	0.9596	1	1	0.9986	157.9819	1311.2148	657.9688	473.7215	478.6397	486.6791	851.5242	218.9974	564.6171	66.696	79.673	585.1957	430.0999	263.0686	427.3128	373.7173	120.8747	15.708	86.5672	1.3115	6093
ENSG00000119547	ONECUT2	1234.5	10642	8051.1429	9122.5	14147	11601.8333	382	4866	4756.5	6564.5	2153	2350	0.1237	0.1313	0.1312	0.1392	0.505	0.5187	0.5187	0.5324	0.493	0.5047	0.5047	0.5165	0.7059	0.7158	0.7158	0.7255	0.8454	0.8554	0.8554	0.8651	0.1568	0.1696	0.1693	0.1827	0.6491	0.6687	0.6686	0.6879	0.5976	0.6132	0.6131	0.6286	0.7867	0.8149	0.815	0.8414	0.9356	0.9629	0.963	0.9821	671.4576	4440.6256	1870.1986	1735.3273	2475.4601	2429.1668	4110.0979	1632.3426	2963.7724	501.1803	386.3203	1891.3363	1064.2815	527.5246	1636.8515	1032.7309	443.7974	100.9288	170.9736	6.7999	16121
ENSG00000049759	NEDD4L	263	3118	2378.5	2273	3624.1667	2582.5	139	944.5	1327	1497.5	635	789.5	0.0704	0.0823	0.0818	0.095	0.3167	0.3395	0.339	0.3625	0.3184	0.3406	0.3402	0.363	0.4676	0.4872	0.487	0.5067	0.621	0.6444	0.6443	0.6673	0.1809	0.2139	0.2123	0.2485	0.6459	0.6855	0.6853	0.7236	0.6529	0.6898	0.6896	0.7254	0.7552	0.8157	0.8158	0.8688	0.8675	0.918	0.9187	0.9565	111.0298	1237.5822	393.27	765.3626	416.8766	807.2459	862.6557	908.2154	743.468	410.4533	84.7524	311.4861	263.8923	121.1859	303.3143	136.5286	101.8123	23.13	92.8065	8.4382	8436
ENSG00000108344	PSMD3	3877.3333	54953.6667	49382	34448.1667	66523.1667	60266	923	9406.5	12241.5	11256.5	5654	7440	0.0247	0.0267	0.0266	0.0287	0.1137	0.1172	0.1172	0.1207	0.1076	0.1116	0.1116	0.1156	0.1776	0.1811	0.181	0.1846	0.2397	0.2437	0.2437	0.2477	0.0855	0.0937	0.0934	0.1022	0.3694	0.3814	0.3813	0.3934	0.3577	0.3701	0.3699	0.3824	0.4889	0.5083	0.5081	0.5275	0.5824	0.5995	0.5994	0.6163	469.3575	17125.1234	2635.0292	19849.2583	1867.4708	14866.5486	5937.4611	26857.3915	7670.9499	23807.9451	308.466	2984.9063	1684.6373	2732.7224	1525.5932	2597.3137	923.0669	893.266	1359.9007	908.8116	2888
ENSG00000130255	RPL36	472.5	5723.8333	5435.3333	4185	6986.5	6546.8333	133	1312.8333	1862.3333	1772	687.5	751	0.0088	0.0135	0.013	0.019	0.0429	0.0504	0.05	0.0583	0.0384	0.0465	0.046	0.0552	0.081	0.0892	0.089	0.0978	0.1045	0.1136	0.1134	0.1231	0.0118	0.0236	0.0214	0.039	0.0942	0.1134	0.1122	0.1338	0.0952	0.1153	0.1141	0.1367	0.1054	0.1389	0.136	0.1754	0.1276	0.1607	0.1583	0.1962	18.5795	1353.0032	109.8287	2071.0636	79.2449	1624.3664	276.6603	2823.4635	356.4653	2780.3603	7.796	320.7493	78.5846	614.641	73.4569	563.8575	36.4144	225.7874	49.479	258.5846	907
ENSG00000064666	CNN2	254.5	3113	2616.5	2117.3333	3874.75	3461.2833	106	1075.3333	1499.75	1527	694.25	768.6667	0.0334	0.0425	0.0419	0.0526	0.1294	0.1452	0.1447	0.1617	0.1132	0.1295	0.1289	0.1466	0.1823	0.1964	0.196	0.2108	0.236	0.2521	0.2518	0.2685	0.0197	0.0343	0.0322	0.0523	0.2596	0.2886	0.2878	0.3183	0.2388	0.2667	0.2658	0.2953	0.34	0.3865	0.385	0.4336	0.4217	0.4672	0.4663	0.5127	50.4943	1136.4485	187.0316	1100.6145	141.8713	953.4553	412.6171	1688.8503	486.4303	1442.9582	11.3482	318.5823	186.0558	458.6611	176.2263	484.7229	112.8529	179.2471	151.7203	173.0882	2266
